padding,batchid,weekday,starttime,endtime,subject,iselective,ishonours,teacher
0,C1-2 TY,Thursday,13:30,14:30,DJS22CEC601,FALSE,FALSE,edc376eb-41f2-40d4-bae9-838ad0586e9d
0,C1-1 TY,Friday,08:00,10:00,DJS22CEL601,FALSE,FALSE,2cc506a4-3c9d-4e9f-9c05-3dc28308e6de
0,C1-2 TY,Friday,08:00,10:00,DJS22CEL603,FALSE,FALSE,7b1c1807-35a4-466b-9b5a-2344639e87f3
0,C1-1 TY,Friday,10:30,11:30,DJS22CEC601,FALSE,FALSE,edc376eb-41f2-40d4-bae9-838ad0586e9d
0,C1-2 TY,Friday,10:30,11:30,DJS22CEC601,FALSE,FALSE,edc376eb-41f2-40d4-bae9-838ad0586e9d
0,C1-1 TY,Friday,11:30,12:30,DJS22CEC603,FALSE,FALSE,7b1c1807-35a4-466b-9b5a-2344639e87f3
0,C1-2 TY,Friday,11:30,12:30,DJS22CEC603,FALSE,FALSE,7b1c1807-35a4-466b-9b5a-2344639e87f3
0,C1-1 TY,Friday,13:00,15:00,DJS22CEL602,FALSE,FALSE,6fbd45ba-38ad-435c-949c-c72e5131da10
0,C1-2 TY,Friday,13:00,15:00,DJS22CEL604,FALSE,FALSE,7b1c1807-35a4-466b-9b5a-2344639e87f3
0,C1-1 TY,Saturday,08:00,10:00,DJS22CEL603,FALSE,FALSE,7b1c1807-35a4-466b-9b5a-2344639e87f3
0,C1-2 TY,Saturday,08:00,10:00,DJS22CEL602,FALSE,FALSE,6fbd45ba-38ad-435c-949c-c72e5131da10
0,C1-1 TY,Saturday,10:30,12:30,DJS22CEL604,FALSE,FALSE,3ad6ec9c-867f-45b6-83b8-3f61a2617afa
0,C1-2 TY,Saturday,10:30,12:30,DJS22CEL604,FALSE,FALSE,7b1c1807-35a4-466b-9b5a-2344639e87f3
0,C1-1 TY,Saturday,15:30,17:30,DJ19CEHN1C2,FALSE,TRUE,f17e8a24-8710-4f3a-9b3e-37823a5ace93
0,C1-2 TY,Saturday,15:30,17:30,DJ19CEHN1C2,FALSE,TRUE,f17e8a24-8710-4f3a-9b3e-37823a5ace93
